,Brand,Model,Varient,Manufacture Year,Driven Kilometers,Fuel,Number of Owner,Body Type,Location,Price
9815,Mercedes-Benz,E-Class,E350 Coupe,2009,"65,000 kms",Petrol,Third Owner,Coupe,Delhi NCR,940000.0
9816,Mercedes-Benz,E-Class,E350 Coupe,2009,"65,000 kms",Petrol,Third Owner,Coupe,Delhi NCR,940000.0
9817,BMW,Z4,Coupe 3.0si,2012,"32,000 kms",Petrol,Second Owner,Coupe,Delhi NCR,3500000.0
9818,BMW,6 Series,650i Coupe,2009,"70,000 kms",Petrol,First Owner,Coupe,Delhi NCR,1500000.0
9819,Mercedes-Benz,CL-Class,500,2010,"86,000 kms",Petrol,Second Owner,Coupe,Delhi NCR,705000.0
9820,Mercedes-Benz,CL-Class,500,2010,"86,000 kms",Petrol,Second Owner,Coupe,Delhi NCR,705000.0
9821,Audi,TT,45 TFSI,2015,"22,000 kms",Petrol,First Owner,Coupe,Delhi NCR,3954999.9999999995
9822,Audi,TT,45 TFSI,2015,"22,000 kms",Petrol,First Owner,Coupe,Delhi NCR,3954999.9999999995
9823,BMW,3 Series,318Ci Coupe,2007,"50,000 kms",Petrol,Second Owner,Coupe,Delhi NCR,394000.0
9824,BMW,3 Series,318Ci Coupe,2007,"50,000 kms",Petrol,Second Owner,Coupe,Delhi NCR,394000.0
9825,Mercedes-Benz,CL-Class,500,2009,"72,514 kms",Petrol,First Owner,Coupe,Delhi NCR,525000.0
9826,Mercedes-Benz,CL-Class,500,2009,"72,514 kms",Petrol,First Owner,Coupe,Delhi NCR,525000.0
9827,Mercedes-Benz,CL-Class,500,2010,"82,000 kms",Petrol,Second Owner,Coupe,Delhi NCR,695000.0
9828,Mercedes-Benz,CL-Class,500,2010,"82,000 kms",Petrol,Second Owner,Coupe,Delhi NCR,695000.0
9829,Audi,A3,35 TDI Technology,2019,"25,000 kms",Diesel,First Owner,Super Luxury,Delhi NCR,2900000.0
9830,BMW,7 Series,730Ld,2015,"18,000 kms",Diesel,First Owner,Super Luxury,Delhi NCR,4400000.0
9831,BMW,7 Series,730Ld,2015,"32,000 kms",Diesel,First Owner,Super Luxury,Delhi NCR,4400000.0
9832,BMW,5 Series,520d Luxury Line,2018,"77,000 kms",Diesel,First Owner,Super Luxury,Delhi NCR,3999000.0
9833,Mercedes-Benz,V-Class,Exclusive,2020,"15,000 kms",Diesel,First Owner,Super Luxury,Delhi NCR,8500000.0
9834,Bentley,Continental,GT Speed Convertible,2012,"23,000 kms",Petrol,First Owner,Super Luxury,Delhi NCR,12000000.0
9835,Lexus,ES,300h Luxury,2017,"32,000 kms",Petrol,First Owner,Super Luxury,Delhi NCR,3950000.0
9836,Bentley,Continental,GT Speed Convertible,2007,"29,000 kms",Petrol,First Owner,Super Luxury,Delhi NCR,7900000.0
9837,Lexus,ES,300h Luxury,2017,"15,000 kms",Petrol,First Owner,Super Luxury,Delhi NCR,3990000.0
9838,Mercedes-Benz,GLS,350d 4MATIC,2017,"31,001 kms",Diesel,First Owner,Super Luxury,Delhi NCR,6250000.0
9839,Renault,Triber,RXZ BSIV,2019,"11,152 kms",Petrol,First Owner,MUV,Delhi NCR,616000.0
9840,Toyota,Innova,2.5 GX (Diesel) 7 Seater BS IV,2012,"1,26,657 kms",Diesel,First Owner,MUV,Delhi NCR,597000.0
9841,Toyota,Innova Crysta,2.7 VX MT BSIV,2018,"32,713 kms",Petrol,First Owner,MUV,Delhi NCR,1666000.0
9842,Mercedes-Benz,New C-Class,Progressive C 220d,2019,"5,400 kms",Diesel,First Owner,MUV,Delhi NCR,4750000.0
9843,BMW,7 Series,730Ld DPE Signature,2019,"26,000 kms",Diesel,First Owner,MUV,Delhi NCR,9699000.0
9844,Renault,Triber,RXL,2020,"8,560 kms",Petrol,First Owner,MUV,Delhi NCR,567000.0
9845,BMW,6 Series,GT 630i Luxury Line 2018-2021,2018,"39,000 kms",Petrol,First Owner,MUV,Delhi NCR,5500000.0
9846,Porsche,Cayenne,Diesel,2015,"45,000 kms",Diesel,Second Owner,MUV,Delhi NCR,6000000.0
9847,BMW,X6,xDrive 40d M Sport,2015,"62,000 kms",Diesel,Second Owner,MUV,Delhi NCR,6199000.0
9848,Mercedes-Benz,V-Class,Exclusive,2020,"15,000 kms",Diesel,First Owner,MUV,Delhi NCR,8500000.0
9849,Kia,Carnival,Prestige,2020,"18,000 kms",Diesel,First Owner,MUV,Delhi NCR,2975000.0
9850,Kia,Carnival,Prestige,2020,"18,000 kms",Diesel,First Owner,MUV,Delhi NCR,2975000.0
9851,Renault,Triber,RXZ BSIV,2019,"17,000 kms",Petrol,First Owner,MUV,Delhi NCR,675000.0
9852,Maruti,XL6,Alpha AT,2019,"16,000 kms",Petrol,First Owner,MUV,Delhi NCR,1150000.0
9853,Mahindra,Marazzo,M4,2018,"29,616 kms",Diesel,First Owner,MUV,Delhi NCR,944999.9999999999
9854,Mahindra,Marazzo,M8,2018,"33,000 kms",Diesel,Second Owner,MUV,Delhi NCR,975000.0
9855,Honda,Mobilio,V i-DTEC,2015,"52,413 kms",Diesel,First Owner,MUV,Delhi NCR,525000.0
9856,Toyota,Innova Crysta,2.8 GX AT BSIV,2018,"14,000 kms",Diesel,First Owner,MUV,Delhi NCR,1875000.0
9857,Toyota,Innova Crysta,2.8 GX AT BSIV,2018,"14,000 kms",Diesel,First Owner,MUV,Delhi NCR,1875000.0
9858,Toyota,Innova Crysta,2.4 ZX MT,2018,"50,100 kms",Diesel,First Owner,MUV,Delhi NCR,1889999.9999999998
9859,Toyota,Innova Crysta,2.8 GX AT BSIV,2019,"10,200 kms",Diesel,First Owner,MUV,Delhi NCR,1900000.0
9860,Maruti,Ertiga,SHVS VDI Limited Edition,2017,"69,000 kms",Diesel,First Owner,MUV,Delhi NCR,665000.0
9861,Maruti,Ertiga,VDI Limited Edition,2014,"90,000 kms",Diesel,First Owner,MUV,Delhi NCR,465000.00000000006
9862,Toyota,Innova Crysta,2.8 ZX AT BSIV,2018,"30,100 kms",Diesel,First Owner,MUV,Delhi NCR,2200000.0
9863,Toyota,Innova Crysta,2.7 ZX AT BSIV,2019,"35,000 kms",Petrol,First Owner,MUV,Delhi NCR,2100000.0
9864,Maruti,Ertiga,VXI CNG,2017,"62,000 kms",CNG,First Owner,MUV,Delhi NCR,725000.0
9865,Maruti,Ertiga,SHVS VDI,2018,"42,000 kms",Diesel,Second Owner,MUV,Delhi NCR,790000.0
9866,Toyota,Innova,2.5 GX (Diesel) 7 Seater BS IV,2015,"1,52,000 kms",Diesel,First Owner,MUV,Delhi NCR,775000.0
9867,Toyota,Innova Crysta,2.8 ZX AT BSIV,2019,"28,000 kms",Diesel,First Owner,MUV,Delhi NCR,2385000.0
9868,Toyota,Innova Crysta,2.8 ZX AT BSIV,2019,"28,000 kms",Diesel,First Owner,MUV,Delhi NCR,2385000.0
9869,Maruti,Ertiga,VDI,2012,"43,000 kms",Diesel,Second Owner,MUV,Delhi NCR,430000.0
9870,Toyota,Innova Crysta,2.4 G MT 8S BSIV,2017,"85,000 kms",Diesel,Second Owner,MUV,Delhi NCR,1175000.0
9871,Toyota,Innova,2.5 VX (Diesel) 7 Seater BS IV,2013,"86,000 kms",Diesel,Second Owner,MUV,Delhi NCR,625000.0
9872,Maruti,Ertiga,VXI,2014,"60,000 kms",Petrol,First Owner,MUV,Delhi NCR,575000.0
9873,Toyota,Innova Crysta,2.4 GX AT,2019,"40,040 kms",Diesel,First Owner,MUV,Delhi NCR,1950000.0
9874,Toyota,Innova Crysta,2.7 ZX AT,2018,"36,000 kms",Petrol,First Owner,MUV,Delhi NCR,1948999.9999999998
9875,Toyota,Innova Crysta,2.7 ZX AT,2018,"36,000 kms",Petrol,First Owner,MUV,Delhi NCR,1945000.0
9876,Toyota,Innova Crysta,Touring Sport 2.4 ZX AT,2017,"55,000 kms",Diesel,First Owner,MUV,Delhi NCR,1825000.0
9877,Maruti,Ertiga,SHVS VDI,2016,"75,000 kms",Diesel,First Owner,MUV,Delhi NCR,625000.0
9878,Toyota,Innova Crysta,2.4 GX 7 STR,2021,"1,002 kms",Diesel,First Owner,MUV,Delhi NCR,2100000.0
9879,Toyota,Innova,2.5 G (Diesel) 7 Seater BS IV,2015,"1,61,217 kms",Diesel,First Owner,MUV,Delhi NCR,800000.0
9880,Maruti,Ertiga,VDI,2014,"1,13,000 kms",Diesel,First Owner,MUV,Delhi NCR,480000.0
9881,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,2014,"2,45,000 kms",Diesel,First Owner,MUV,Delhi NCR,695000.0
9882,Toyota,Innova,2.5 G (Diesel) 7 Seater BS IV,2014,"46,000 kms",Diesel,First Owner,MUV,Delhi NCR,855000.0000000001
9883,Toyota,Innova Crysta,2.7 GX AT,2019,"20,000 kms",Petrol,First Owner,MUV,Delhi NCR,1895000.0
9884,Toyota,Innova,2.5 ZX Diesel 7 Seater,2015,"85,000 kms",Diesel,First Owner,MUV,Delhi NCR,975000.0
9885,Toyota,Innova,2.5 VX (Diesel) 7 Seater BS IV,2014,"84,000 kms",Diesel,First Owner,MUV,Delhi NCR,849000.0
9886,Toyota,Innova,2.5 G (Diesel) 7 Seater,2013,"75,000 kms",Diesel,First Owner,MUV,Delhi NCR,650000.0
9887,Honda,Mobilio,V i-VTEC,2015,"44,365 kms",Petrol,Second Owner,MUV,Delhi NCR,561000.0
9888,Toyota,Innova,2.5 ZX Diesel 7 Seater,2014,"71,000 kms",Diesel,First Owner,MUV,Delhi NCR,975000.0
9889,Maruti,Ertiga,ZDI,2012,"80,000 kms",Diesel,First Owner,MUV,Delhi NCR,500000.0
9890,Toyota,Innova,2.5 G (Diesel) 7 Seater,2015,"1,32,000 kms",Diesel,First Owner,MUV,Delhi NCR,890000.0
9891,Toyota,Innova,2.5 GX (Diesel) 7 Seater,2011,"90,000 kms",Diesel,Second Owner,MUV,Delhi NCR,450000.0
9892,Toyota,Innova Crysta,2.4 ZX MT BSIV,2017,"8,081 kms",Diesel,First Owner,MUV,Delhi NCR,1650000.0
9893,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,2016,"81,000 kms",Diesel,First Owner,MUV,Delhi NCR,699000.0
9894,Maruti,Ertiga,VDI,2017,"74,000 kms",Diesel,First Owner,MUV,Delhi NCR,599000.0
9895,Toyota,Innova,2.5 GX (Diesel) 7 Seater BS IV,2015,"60,000 kms",Diesel,First Owner,MUV,Delhi NCR,750000.0
9896,Kia,Carnival,Limousine,2020,"20,000 kms",Diesel,First Owner,MUV,Delhi NCR,3185000.0
9897,Maruti,Ertiga,VXI,2016,"55,200 kms",Petrol,First Owner,MUV,Delhi NCR,581000.0
9898,Honda,Mobilio,V i-DTEC,2014,"52,000 kms",Diesel,First Owner,MUV,Delhi NCR,425000.0
9899,Maruti,XL6,Alpha AT,2019,"22,654 kms",Petrol,First Owner,MUV,Delhi NCR,1200000.0
9900,Toyota,Innova Crysta,2.4 GX MT 8S BSIV,2017,"54,000 kms",Diesel,First Owner,MUV,Delhi NCR,1425000.0
9901,Maruti,Ertiga,VXI,2018,"28,000 kms",Petrol,First Owner,MUV,Delhi NCR,750000.0
9902,Mahindra,Marazzo,M6,2019,"14,000 kms",Diesel,First Owner,MUV,Delhi NCR,1125000.0
9903,Maruti,Ertiga,ZXI Plus Petrol,2019,"66,000 kms",Petrol,First Owner,MUV,Delhi NCR,850000.0
9904,Maruti,Ertiga,ZXI,2019,"19,000 kms",Petrol,First Owner,MUV,Delhi NCR,985000.0
9905,Maruti,Ertiga,VXI CNG Limited Edition,2015,"67,423 kms",CNG,First Owner,MUV,Delhi NCR,625000.0
9906,Toyota,Innova,2.5 GX (Diesel) 8 Seater BS IV,2015,"97,000 kms",Diesel,First Owner,MUV,Delhi NCR,785000.0
9907,Maruti,Ertiga,SHVS VDI,2017,"42,500 kms",Diesel,First Owner,MUV,Delhi NCR,675000.0
9908,Toyota,Innova Crysta,2.8 GX AT BSIV,2019,"40,000 kms",Diesel,First Owner,MUV,Delhi NCR,1950000.0
9909,Maruti,Ertiga,VXI,2012,"37,000 kms",Petrol,First Owner,MUV,Delhi NCR,465000.00000000006
9910,Toyota,Innova Crysta,2.8 GX AT BSIV,2017,"29,000 kms",Diesel,First Owner,MUV,Delhi NCR,1625000.0
9911,Maruti,Ertiga,VXI CNG,2015,"57,000 kms",CNG,First Owner,MUV,Delhi NCR,625000.0
9912,Maruti,Ertiga,SHVS VDI,2016,"60,000 kms",Diesel,First Owner,MUV,Delhi NCR,599000.0
9913,Maruti,Ertiga,ZDI,2016,"43,216 kms",Diesel,First Owner,MUV,Delhi NCR,675000.0
9914,Toyota,Innova Crysta,2.8 ZX AT BSIV,2016,"52,000 kms",Diesel,First Owner,MUV,Delhi NCR,1670000.0
9915,Renault,Lodgy,110PS RxZ 8 Seater,2016,"45,000 kms",Diesel,First Owner,MUV,Delhi NCR,550000.0
9916,Toyota,Innova Crysta,2.4 VX MT,2018,"29,000 kms",Diesel,First Owner,MUV,Delhi NCR,1845000.0
9917,Maruti,Ertiga,ZDI,2019,"3,000 kms",Diesel,First Owner,MUV,Delhi NCR,1165000.0
9918,Maruti,Ertiga,VXI CNG,2017,"54,000 kms",CNG,First Owner,MUV,Delhi NCR,725000.0
9919,Toyota,Innova,2.5 VX (Diesel) 7 Seater,2013,"78,000 kms",Diesel,First Owner,MUV,Delhi NCR,699000.0
9920,Maruti,XL6,Alpha AT,2021,"1,000 kms",Petrol,First Owner,MUV,Delhi NCR,1295000.0
9921,Maruti,Ertiga,VXI Petrol,2019,"49,000 kms",Petrol,First Owner,MUV,Delhi NCR,910000.0
9922,Maruti,Ertiga,SHVS VDI,2017,"47,000 kms",Diesel,First Owner,MUV,Delhi NCR,765000.0
9923,Toyota,Innova,2.5 GX (Diesel) 7 Seater BS IV,2013,"85,000 kms",Diesel,First Owner,MUV,Delhi NCR,650000.0
9924,Toyota,Innova,2.5 Z Diesel 7 Seater,2014,"1,20,000 kms",Diesel,First Owner,MUV,Delhi NCR,775000.0
9925,Maruti,Ertiga,SHVS ZDI Plus,2017,"79,000 kms",Diesel,First Owner,MUV,Delhi NCR,775000.0
9926,Toyota,Innova Crysta,2.4 VX MT BSIV,2017,"76,557 kms",Diesel,First Owner,MUV,Delhi NCR,1625000.0
9927,Maruti,Ertiga,SHVS ZDI,2016,"67,000 kms",Diesel,First Owner,MUV,Delhi NCR,650000.0
9928,Toyota,Innova Crysta,2.4 GX AT,2016,"86,000 kms",Diesel,First Owner,MUV,Delhi NCR,1440000.0
9929,Toyota,Innova,2.5 G (Diesel) 7 Seater BS IV,2013,"84,609 kms",Diesel,First Owner,MUV,Delhi NCR,635000.0
9930,Maruti,Ertiga,1.5 VDI,2017,"24,201 kms",Diesel,First Owner,MUV,Delhi NCR,750000.0
9931,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,2015,"60,000 kms",Diesel,First Owner,MUV,Delhi NCR,935000.0
9932,Toyota,Innova Crysta,2.7 GX AT,2016,"56,000 kms",Petrol,First Owner,MUV,Delhi NCR,1500000.0
9933,Mahindra,Bolero,ZLX,2017,"54,400 kms",Diesel,First Owner,MUV,Delhi NCR,740000.0
9934,Toyota,Innova Crysta,2.4 ZX MT,2019,"14,000 kms",Diesel,First Owner,MUV,Delhi NCR,2100000.0
9935,Toyota,Innova,2.5 GX (Diesel) 7 Seater BS IV,2014,"33,465 kms",Diesel,First Owner,MUV,Delhi NCR,825000.0
9936,Toyota,Innova Crysta,2.4 GX AT 8 STR,2019,"37,000 kms",Diesel,First Owner,MUV,Delhi NCR,1925000.0
9937,Toyota,Innova,2.5 GX (Diesel) 8 Seater,2014,"52,101 kms",Diesel,First Owner,MUV,Delhi NCR,825000.0
9938,Toyota,Innova,2.5 GX (Diesel) 8 Seater BS IV,2014,"52,000 kms",Diesel,First Owner,MUV,Delhi NCR,825000.0
9939,Toyota,Innova Crysta,2.7 GX AT 8S BSIV,2019,"22,000 kms",Petrol,First Owner,MUV,Delhi NCR,1853000.0
9940,Toyota,Innova Crysta,2.7 ZX AT BSIV,2016,"33,075 kms",Petrol,First Owner,MUV,Delhi NCR,1650000.0
9941,Toyota,Innova,2.5 G (Diesel) 7 Seater,2014,"1,00,000 kms",Diesel,First Owner,MUV,Delhi NCR,695000.0
9942,Toyota,Innova Crysta,2.8 ZX AT BSIV,2016,"48,003 kms",Diesel,Second Owner,MUV,Delhi NCR,1689999.9999999998
9943,Toyota,Innova Crysta,2.4 VX MT BSIV,2018,"27,845 kms",Diesel,First Owner,MUV,Delhi NCR,1860000.0000000002
9944,Maruti,Ertiga,BSIV VXI,2018,"48,000 kms",Petrol,First Owner,MUV,Delhi NCR,795000.0
9945,Toyota,Innova Crysta,2.4 VX MT,2017,"49,000 kms",Diesel,First Owner,MUV,Delhi NCR,1650000.0
9946,Toyota,Innova Crysta,2.8 GX AT BSIV,2016,"55,000 kms",Diesel,First Owner,MUV,Delhi NCR,1550000.0
9947,Renault,Lodgy,110PS RxZ 7 Seater,2015,"59,486 kms",Diesel,First Owner,MUV,Delhi NCR,525000.0
9948,Maruti,Ertiga,VXI CNG,2017,"54,000 kms",CNG,First Owner,MUV,Delhi NCR,760000.0
9949,Mahindra,Marazzo,M4,2019,"37,000 kms",Diesel,First Owner,MUV,Delhi NCR,925000.0
9950,Toyota,Innova Crysta,2.8 ZX AT BSIV,2016,"1,00,000 kms",Diesel,First Owner,MUV,Delhi NCR,1470000.0
9951,Toyota,Innova Crysta,2.4 G Plus MT,2018,"66,000 kms",Diesel,First Owner,MUV,Delhi NCR,1471000.0
9952,Toyota,Innova,2.5 VX (Diesel) 7 Seater BS IV,2014,"72,436 kms",Diesel,First Owner,MUV,Delhi NCR,810000.0
9953,Maruti,Ertiga,VDI,2012,"58,712 kms",Diesel,First Owner,MUV,Delhi NCR,394000.0
9954,Toyota,Innova Crysta,2.4 GX AT,2018,"68,000 kms",Diesel,First Owner,MUV,Delhi NCR,1720000.0
9955,Toyota,Innova Crysta,2.4 G Plus 7 STR,2021,500 kms,Diesel,First Owner,MUV,Delhi NCR,2100000.0
9956,Toyota,Innova,2.5 GX (Diesel) 7 Seater,2014,"52,000 kms",Diesel,First Owner,MUV,Delhi NCR,825000.0
9957,Maruti,Ertiga,ZXI,2014,"23,000 kms",Petrol,First Owner,MUV,Delhi NCR,620000.0
9958,Toyota,Innova Crysta,2.8 ZX AT BSIV,2016,"96,000 kms",Diesel,First Owner,MUV,Delhi NCR,1575000.0
9959,Maruti,Ertiga,VDI,2013,"73,002 kms",Diesel,First Owner,MUV,Delhi NCR,445000.0
9960,Toyota,Innova,2.5 VX (Diesel) 7 Seater BS IV,2013,"71,000 kms",Diesel,First Owner,MUV,Delhi NCR,695000.0
9961,Chevrolet,Enjoy,1.3 TCDi LTZ 7,2016,"65,000 kms",Diesel,Second Owner,MUV,Delhi NCR,390000.0
9962,Maruti,Ertiga,SHVS VDI Limited Edition,2016,"72,000 kms",Diesel,First Owner,MUV,Delhi NCR,650000.0
9963,Toyota,Innova Crysta,2.7 VX MT BSIV,2018,"23,000 kms",Petrol,First Owner,MUV,Delhi NCR,1775000.0
9964,Toyota,Innova Crysta,2.4 VX MT BSIV,2017,"82,000 kms",Diesel,First Owner,MUV,Delhi NCR,1580000.0
9965,Toyota,Innova,2.5 G (Diesel) 7 Seater,2015,"69,000 kms",Diesel,First Owner,MUV,Delhi NCR,955000.0000000001
9966,Maruti,Ertiga,VDI,2017,"69,000 kms",Diesel,First Owner,MUV,Delhi NCR,665000.0
9967,Mahindra,Marazzo,M6 Plus,2018,"25,000 kms",Diesel,First Owner,MUV,Delhi NCR,990000.0
9968,Maruti,Ertiga,SHVS ZDI,2016,"56,000 kms",Diesel,Second Owner,MUV,Delhi NCR,630000.0
9969,Toyota,Innova,2.5 VX (Diesel) 7 Seater BS IV,2013,"75,000 kms",Diesel,First Owner,MUV,Delhi NCR,750000.0
9970,Toyota,Innova,2.5 GX (Diesel) 7 Seater BS IV,2014,"82,000 kms",Diesel,Second Owner,MUV,Delhi NCR,725000.0
9971,Toyota,Innova,2.5 GX (Diesel) 8 Seater,2013,"71,030 kms",Diesel,First Owner,MUV,Delhi NCR,635000.0
9972,Toyota,Innova Crysta,2.7 GX AT BSIV,2018,"41,001 kms",Petrol,First Owner,MUV,Delhi NCR,1675000.0
9973,Maruti,Ertiga,ZDI,2013,"60,000 kms",Diesel,First Owner,MUV,Delhi NCR,475000.0
9974,Toyota,Innova Crysta,2.4 VX MT,2017,"69,000 kms",Diesel,First Owner,MUV,Delhi NCR,1689999.9999999998
9975,Toyota,Innova Crysta,2.4 VX MT,2017,"63,000 kms",Diesel,First Owner,MUV,Delhi NCR,1650000.0
9976,Maruti,Ertiga,VDI,2013,"72,000 kms",Diesel,Second Owner,MUV,Delhi NCR,415000.00000000006
9977,Toyota,Innova,2.5 G (Diesel) 7 Seater,2011,"70,000 kms",Diesel,Second Owner,MUV,Delhi NCR,490000.00000000006
9978,Toyota,Innova,2.5 E Diesel PS 7-Seater,2012,"85,000 kms",Diesel,Second Owner,MUV,Delhi NCR,575000.0
9979,Maruti,Ertiga,SHVS VDI Limited Edition,2016,"64,080 kms",Diesel,First Owner,MUV,Delhi NCR,625000.0
9980,Toyota,Innova,2.5 G (Diesel) 7 Seater BS IV,2014,"51,000 kms",Diesel,First Owner,MUV,Delhi NCR,844999.9999999999
9981,Toyota,Innova Crysta,2.4 G MT,2016,"81,000 kms",Diesel,Second Owner,MUV,Delhi NCR,1399000.0
9982,Toyota,Innova,2.5 GX (Diesel) 7 Seater,2012,"98,000 kms",Diesel,Second Owner,MUV,Delhi NCR,550000.0
9983,Toyota,Innova,2.5 VX (Diesel) 7 Seater BS IV,2015,"1,02,000 kms",Diesel,First Owner,MUV,Delhi NCR,925000.0
9984,Toyota,Innova,2.5 V Diesel 7-seater,2010,"116,000 kms",Diesel,First Owner,MUV,Delhi NCR,511000.00000000006
9985,Toyota,Innova,2.5 GX (Diesel) 8 Seater,2015,"90,000 kms",Diesel,Second Owner,MUV,Delhi NCR,810000.0
9986,Maruti,Ertiga,ZDI,2016,"56,000 kms",Diesel,Second Owner,MUV,Delhi NCR,650000.0
9987,Toyota,Innova Crysta,2.7 ZX AT BSIV,2016,"75,002 kms",Petrol,First Owner,MUV,Delhi NCR,1590000.0
9988,Toyota,Innova,2.5 V Diesel 7-seater,2011,"87,000 kms",Diesel,First Owner,MUV,Delhi NCR,551000.0
9989,Toyota,Innova,2.5 GX (Diesel) 7 Seater,2013,"90,000 kms",Diesel,First Owner,MUV,Delhi NCR,690000.0
9990,Toyota,Innova,2.5 G (Diesel) 7 Seater BS IV,2013,"98,000 kms",Diesel,First Owner,MUV,Delhi NCR,690000.0
9991,Toyota,Innova,2.5 VX (Diesel) 7 Seater,2013,"1,14,357 kms",Diesel,First Owner,MUV,Delhi NCR,750000.0
9992,Toyota,Innova,2.5 VX 7 STR,2012,"1,15,000 kms",Diesel,Second Owner,MUV,Delhi NCR,651000.0
9993,Maruti,Ertiga,SHVS ZDI Plus,2019,"2,34,34 kms",Diesel,First Owner,MUV,Delhi NCR,1075000.0
9994,Toyota,Innova Crysta,2.7 GX 7 STR,2020,"2,100 kms",Petrol,First Owner,MUV,Delhi NCR,1750000.0
9995,Maruti,XL6,Zeta,2020,"22,900 kms",Petrol,First Owner,MUV,Delhi NCR,990000.0
9996,Maruti,Ertiga,ZXI Plus,2019,"18,000 kms",Petrol,First Owner,MUV,Delhi NCR,950000.0
9997,Maruti,Ertiga,VXI Petrol,2019,"18,000 kms",Petrol,First Owner,MUV,Delhi NCR,782000.0
9998,Maruti,Ertiga,VXI AT Petrol,2020,"7,000 kms",Petrol,First Owner,MUV,Delhi NCR,1025000.0
9999,Maruti,Ertiga,ZXI Plus Petrol,2019,"17,000 kms",Petrol,First Owner,MUV,Delhi NCR,950000.0
10000,Maruti,XL6,Zeta AT,2020,"15,000 kms",Petrol,First Owner,MUV,Delhi NCR,1110000.0
10001,Maruti,Ertiga,ZDI,2012,"60,000 kms",Diesel,First Owner,MUV,Delhi NCR,400000.0
10002,Toyota,Innova Crysta,2.4 VX MT BSIV,2018,"49,500 kms",Diesel,First Owner,MUV,Delhi NCR,1720000.0
10003,Maruti,Ertiga,BSIV VXI,2018,"1,10,000 kms",Petrol,Second Owner,MUV,Delhi NCR,600000.0
10004,Toyota,Innova,2.5 EV (Diesel) PS 7 Seater BS IV,2014,"1,55,000 kms",Diesel,Second Owner,MUV,Delhi NCR,450000.0
10005,Datsun,GO Plus,T BSIV,2015,"50,000 kms",Petrol,Second Owner,MUV,Delhi NCR,261000.0
10006,Renault,Triber,RXZ EASY-R AMT,2020,"5,000 kms",Petrol,First Owner,MUV,Delhi NCR,760000.0
10007,Toyota,Innova,2.5 GX (Diesel) 7 Seater BS IV,2011,"1,64,000 kms",Diesel,First Owner,MUV,Delhi NCR,370000.0
10008,Maruti,Ertiga,ZDI,2012,"50,000 kms",Diesel,First Owner,MUV,Delhi NCR,409999.99999999994
10009,Maruti,Ertiga,VXI Petrol,2019,"31,000 kms",Petrol,First Owner,MUV,Delhi NCR,860000.0
10010,Maruti,Ertiga,VDI,2018,"60,000 kms",Diesel,First Owner,MUV,Delhi NCR,800000.0
10011,Toyota,Innova Crysta,2.8 GX AT BSIV,2019,"70,000 kms",Diesel,First Owner,MUV,Delhi NCR,1725000.0
10012,Toyota,Innova Crysta,2.7 GX AT 8S BSIV,2018,"15,000 kms",Petrol,First Owner,MUV,Delhi NCR,1600000.0
10013,Toyota,Innova Crysta,2.4 ZX AT,2020,"18,521 kms",Diesel,First Owner,MUV,Delhi NCR,2645000.0
10014,Toyota,Innova Crysta,2.4 GX MT BSIV,2019,"40,000 kms",Diesel,Third Owner,MUV,Delhi NCR,1500000.0
10015,Toyota,Innova Crysta,2.8 ZX AT BSIV,2017,"25,000 kms",Diesel,First Owner,MUV,Delhi NCR,1850000.0
10016,Tata,Hexa,XE,2017,"96,000 kms",Diesel,First Owner,MUV,Delhi NCR,800000.0
10017,Honda,Mobilio,S i-VTEC,2015,"79,000 kms",Petrol,First Owner,MUV,Delhi NCR,475000.0
10018,Mahindra,Marazzo,M4 8Str,2019,"67,000 kms",Diesel,First Owner,MUV,Delhi NCR,850000.0
10019,Toyota,Innova,2.5 G (Diesel) 7 Seater,2013,"3,00,000 kms",Diesel,First Owner,MUV,Delhi NCR,400000.0
10020,Mahindra,Xylo,D2 BS IV,2017,"60,000 kms",Diesel,First Owner,MUV,Delhi NCR,500000.0
10021,Toyota,Innova,2.5 G (Diesel) 8 Seater,2014,"90,001 kms",Diesel,First Owner,MUV,Delhi NCR,725000.0
10022,Maruti,Ertiga,ZDI,2014,"55,000 kms",Diesel,First Owner,MUV,Delhi NCR,550000.0
10023,Toyota,Innova Crysta,2.4 VX MT BSIV,2018,"43,200 kms",Diesel,First Owner,MUV,Delhi NCR,1900000.0
10024,Toyota,Innova,2.5 VX 7 STR BSIV,2011,"60,000 kms",Diesel,Second Owner,MUV,Delhi NCR,498000.00000000006
10025,Honda,Mobilio,S i-DTEC,2014,"1,10,000 kms",Diesel,First Owner,MUV,Delhi NCR,450000.0
10026,Toyota,Innova,2.5 G (Diesel) 8 Seater,2015,"1,73,000 kms",Diesel,Second Owner,MUV,Delhi NCR,755000.0
10027,Toyota,Innova,2.5 GX 8 STR BSIV,2012,"60,000 kms",Diesel,First Owner,MUV,Delhi NCR,550000.0
10028,Maruti,Ertiga,VDI Limited Edition,2014,"61,000 kms",Diesel,First Owner,MUV,Delhi NCR,570000.0
10029,Toyota,Innova,2.5 VX 7 STR BSIV,2012,"60,000 kms",Diesel,First Owner,MUV,Delhi NCR,725000.0
